
BoxSetEpisodeTitle                                                    BoxSetEpisodeMediaUrl
Friday 23rd February Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180223201202.m4a?awCollectionId=superscoreboard&awEpisodeId=7468?awCollectionId=13&awEpisodeId=222657
Thursday 22nd February Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180222201947.m4a?awCollectionId=superscoreboard&awEpisodeId=7444?awCollectionId=13&awEpisodeId=222658
Wednesday 21st February Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/20180221212036.m4a?awCollectionId=superscoreboard&awEpisodeId=7429?awCollectionId=13&awEpisodeId=222659
Tuesday 20th February Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180220200845.m4a?awCollectionId=superscoreboard&awEpisodeId=7416?awCollectionId=13&awEpisodeId=222660
Monday 19th February Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180219204331.m4a?awCollectionId=superscoreboard&awEpisodeId=7397?awCollectionId=13&awEpisodeId=222661
Sunday 18th February Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180218181512.m4a?awCollectionId=superscoreboard&awEpisodeId=7378?awCollectionId=13&awEpisodeId=222662
Saturday 17th February Clyde 1 Superscoreboard Openline               https://aod.planetradio.co.uk/superscoreboard/20180217194719.m4a?awCollectionId=superscoreboard&awEpisodeId=7377?awCollectionId=13&awEpisodeId=222663
Friday 16th February Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180216201603.m4a?awCollectionId=superscoreboard&awEpisodeId=7373?awCollectionId=13&awEpisodeId=222664
Thursday 15th February Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180215202645.m4a?awCollectionId=superscoreboard&awEpisodeId=7354?awCollectionId=13&awEpisodeId=222665
Wednesday 14th February Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/20180214203047.m4a?awCollectionId=superscoreboard&awEpisodeId=7339?awCollectionId=13&awEpisodeId=222666
Tuesday 13th February Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180213205512.m4a?awCollectionId=superscoreboard&awEpisodeId=7326?awCollectionId=13&awEpisodeId=222667
Monday 12th February Superscoreboard                                  https://aod.planetradio.co.uk/superscoreboard/20180212204603.m4a?awCollectionId=superscoreboard&awEpisodeId=7300?awCollectionId=13&awEpisodeId=222668
Friday 9th February Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180209201803.m4a?awCollectionId=superscoreboard&awEpisodeId=7276?awCollectionId=13&awEpisodeId=222670
Thursday 8th February Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180208200330.m4a?awCollectionId=superscoreboard&awEpisodeId=7248?awCollectionId=13&awEpisodeId=222671
Wednesday 7th February Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180207201038.m4a?awCollectionId=superscoreboard&awEpisodeId=7232?awCollectionId=13&awEpisodeId=222672
Tuesday 6th February Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180206203135.m4a?awCollectionId=superscoreboard&awEpisodeId=7222?awCollectionId=13&awEpisodeId=222673
Saturday 3rd February Clyde 1 Superscoreboard Openline                https://aod.planetradio.co.uk/superscoreboard/20180203180827.m4a?awCollectionId=superscoreboard&awEpisodeId=7173?awCollectionId=13&awEpisodeId=222674
Friday 2nd February Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180202201032.m4a?awCollectionId=superscoreboard&awEpisodeId=7171?awCollectionId=13&awEpisodeId=222675
Thursday 1st February Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180201204436.m4a?awCollectionId=superscoreboard&awEpisodeId=7156?awCollectionId=13&awEpisodeId=222676
Tuesday 30th January Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180130204848.m4a?awCollectionId=superscoreboard&awEpisodeId=7093?awCollectionId=13&awEpisodeId=222677
Wednesday 24th January Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180124202732.m4a?awCollectionId=superscoreboard&awEpisodeId=6982?awCollectionId=13&awEpisodeId=222678
Tuesday 23rd of January Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/20180123212243.m4a?awCollectionId=superscoreboard&awEpisodeId=6970?awCollectionId=13&awEpisodeId=222679
Monday 22nd January Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180122212524.m4a?awCollectionId=superscoreboard&awEpisodeId=6954?awCollectionId=13&awEpisodeId=222680
Saturday 20th January Clyde 1 Superscoreboard Openline                https://aod.planetradio.co.uk/superscoreboard/20180120184110.m4a?awCollectionId=superscoreboard&awEpisodeId=6936?awCollectionId=13&awEpisodeId=222681
Thursday 18th January Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180118203935.m4a?awCollectionId=superscoreboard&awEpisodeId=6911?awCollectionId=13&awEpisodeId=222682
Wednesday 17th January Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180117205249.m4a?awCollectionId=superscoreboard&awEpisodeId=6895?awCollectionId=13&awEpisodeId=222683
Tuesday 16th January Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180116205200.m4a?awCollectionId=superscoreboard&awEpisodeId=6879?awCollectionId=13&awEpisodeId=222684
Monday 15th January Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180115203749.m4a?awCollectionId=superscoreboard&awEpisodeId=6820?awCollectionId=13&awEpisodeId=222685
Tuesday 11th January Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180111205014.m4a?awCollectionId=superscoreboard&awEpisodeId=6727?awCollectionId=13&awEpisodeId=222686
Wednesday 10th January Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180110202321.m4a?awCollectionId=superscoreboard&awEpisodeId=6710?awCollectionId=13&awEpisodeId=222687
Tuesday 9th January Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180109204827.m4a?awCollectionId=superscoreboard&awEpisodeId=6686?awCollectionId=13&awEpisodeId=222688
Monday 8th January Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180108202857.m4a?awCollectionId=superscoreboard&awEpisodeId=6674?awCollectionId=13&awEpisodeId=222689
Thursday 4th January Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180104202822.m4a?awCollectionId=superscoreboard&awEpisodeId=6632?awCollectionId=13&awEpisodeId=222690
Wednesday 3rd January Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180103203302.m4a?awCollectionId=superscoreboard&awEpisodeId=6519?awCollectionId=13&awEpisodeId=222691
Tuesday 2nd January Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180102201904.m4a?awCollectionId=superscoreboard&awEpisodeId=6506?awCollectionId=13&awEpisodeId=222692
Thursday 28th December 2017 Clyde 1 Superscoreboard                   https://aod.planetradio.co.uk/superscoreboard/20171228201002.m4a?awCollectionId=superscoreboard&awEpisodeId=6491?awCollectionId=13&awEpisodeId=222693
Wednesday 27th December Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/20171227203159.m4a?awCollectionId=superscoreboard&awEpisodeId=6488?awCollectionId=13&awEpisodeId=222694
Thursday 21st December Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20171221200523.m4a?awCollectionId=superscoreboard&awEpisodeId=6448?awCollectionId=13&awEpisodeId=222695
Wednesday 20th December Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/20171220201831.m4a?awCollectionId=superscoreboard&awEpisodeId=6440?awCollectionId=13&awEpisodeId=222696
Tuesday 19th December Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20171219200729.m4a?awCollectionId=superscoreboard&awEpisodeId=6426?awCollectionId=13&awEpisodeId=222697
Friday 8th December - Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20171211100843.m4a?awCollectionId=superscoreboard&awEpisodeId=6343?awCollectionId=13&awEpisodeId=222698
Saturday 9th December Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20171211101140.m4a?awCollectionId=superscoreboard&awEpisodeId=6344?awCollectionId=13&awEpisodeId=222699
Tuesday 5th December Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20171205203437.m4a?awCollectionId=superscoreboard&awEpisodeId=6295?awCollectionId=13&awEpisodeId=222700
Monday 4th December Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20171204201402.m4a?awCollectionId=superscoreboard&awEpisodeId=6275?awCollectionId=13&awEpisodeId=222701
Saturday 2nd December Clyde 1 Superscoreboard Openline                https://aod.planetradio.co.uk/superscoreboard/5a255f8fa4ead.m4a?awCollectionId=superscoreboard&awEpisodeId=6259?awCollectionId=13&awEpisodeId=222702
Friday 1st December Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/5a2561a77ba8e.m4a?awCollectionId=superscoreboard&awEpisodeId=6265?awCollectionId=13&awEpisodeId=222703
Thursday 30th November Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/5a25622127bd2.m4a?awCollectionId=superscoreboard&awEpisodeId=6266?awCollectionId=13&awEpisodeId=222704
Wednesday 29th November Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/5a2562a4e32a6.m4a?awCollectionId=superscoreboard&awEpisodeId=6267?awCollectionId=13&awEpisodeId=222705
Tuesday 28th November Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/5a256326b3c5a.m4a?awCollectionId=superscoreboard&awEpisodeId=6268?awCollectionId=13&awEpisodeId=222706
Monday 27th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a25639d1692c.m4a?awCollectionId=superscoreboard&awEpisodeId=6269?awCollectionId=13&awEpisodeId=222707
Sunday 26th November Clyde 1 Superscoreboard Openline                 https://aod.planetradio.co.uk/superscoreboard/5a255fce9516f.m4a?awCollectionId=superscoreboard&awEpisodeId=6260?awCollectionId=13&awEpisodeId=222708
Saturday 25th November Clyde 1 Superscoreboard Openline               https://aod.planetradio.co.uk/superscoreboard/5a256014905fd.m4a?awCollectionId=superscoreboard&awEpisodeId=6261?awCollectionId=13&awEpisodeId=222709
Friday 24th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a256054e34b8.m4a?awCollectionId=superscoreboard&awEpisodeId=6262?awCollectionId=13&awEpisodeId=222710
Thursday 23rd November Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/5a2560c738c62.m4a?awCollectionId=superscoreboard&awEpisodeId=6263?awCollectionId=13&awEpisodeId=222711
Wednesday 22nd November Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/5a25613b24bbd.m4a?awCollectionId=superscoreboard&awEpisodeId=6264?awCollectionId=13&awEpisodeId=222712
Tuesday 21st November Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/5a159138dffa4.m4a?awCollectionId=superscoreboard&awEpisodeId=6127?awCollectionId=13&awEpisodeId=222713
Monday 20th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a15925a32291.m4a?awCollectionId=superscoreboard&awEpisodeId=6128?awCollectionId=13&awEpisodeId=222714
Saturday 18th November Clyde 1 Superscoreboard Openline               https://aod.planetradio.co.uk/superscoreboard/5a15936d9a13d.m4a?awCollectionId=superscoreboard&awEpisodeId=6129?awCollectionId=13&awEpisodeId=222715
Friday 17th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a159432265ad.m4a?awCollectionId=superscoreboard&awEpisodeId=6130?awCollectionId=13&awEpisodeId=222716
Thursday 16th November Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/5a1595537d6cf.m4a?awCollectionId=superscoreboard&awEpisodeId=6131?awCollectionId=13&awEpisodeId=222717
Wednesday 15th November Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/5a15966f228dc.m4a?awCollectionId=superscoreboard&awEpisodeId=6132?awCollectionId=13&awEpisodeId=222718
Tuesday 14th November Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/5a15978f9d144.m4a?awCollectionId=superscoreboard&awEpisodeId=6133?awCollectionId=13&awEpisodeId=222719
Monday 13th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a1598bb97cb3.m4a?awCollectionId=superscoreboard&awEpisodeId=6134?awCollectionId=13&awEpisodeId=222720
Friday 10th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a1599efa5276.m4a?awCollectionId=superscoreboard&awEpisodeId=6135?awCollectionId=13&awEpisodeId=222721
Thursday 9th November Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/5a159b0df19ed.m4a?awCollectionId=superscoreboard&awEpisodeId=6136?awCollectionId=13&awEpisodeId=222722
Wednesday 8th November Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/5a159c3419f2e.m4a?awCollectionId=superscoreboard&awEpisodeId=6137?awCollectionId=13&awEpisodeId=222723
Tuesday 7th November Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a159d6c92ade.m4a?awCollectionId=superscoreboard&awEpisodeId=6138?awCollectionId=13&awEpisodeId=222724
Monday 6th November Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/5a159eb73d169.m4a?awCollectionId=superscoreboard&awEpisodeId=6139?awCollectionId=13&awEpisodeId=222725
Saturday 4th November Clyde 1 Superscoreboard Openline                https://aod.planetradio.co.uk/superscoreboard/5a159faf47941.m4a?awCollectionId=superscoreboard&awEpisodeId=6140?awCollectionId=13&awEpisodeId=222726
Friday 3rd November Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/5a15a077b2795.m4a?awCollectionId=superscoreboard&awEpisodeId=6141?awCollectionId=13&awEpisodeId=222727
Thursday 2nd November Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/5a15a1a70409e.m4a?awCollectionId=superscoreboard&awEpisodeId=6142?awCollectionId=13&awEpisodeId=222728
Wednesday 1st November Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/5a15a2b97476b.m4a?awCollectionId=superscoreboard&awEpisodeId=6143?awCollectionId=13&awEpisodeId=222729
Tuesday 31st October Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/5a15a3edc70c3.m4a?awCollectionId=superscoreboard&awEpisodeId=6144?awCollectionId=13&awEpisodeId=222730
Monday 30th October Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/5a15a5131e6af.m4a?awCollectionId=superscoreboard&awEpisodeId=6145?awCollectionId=13&awEpisodeId=222731
Saturday 28th October Clyde 1 Superscoreboard Openline                https://aod.planetradio.co.uk/superscoreboard/5a15a61b0e4d8.m4a?awCollectionId=superscoreboard&awEpisodeId=6146?awCollectionId=13&awEpisodeId=222732
Friday 27th October Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/5a15a6f137fd9.m4a?awCollectionId=superscoreboard&awEpisodeId=6147?awCollectionId=13&awEpisodeId=222733
Thursday 26th October Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/5a15a81db62ab.m4a?awCollectionId=superscoreboard&awEpisodeId=6148?awCollectionId=13&awEpisodeId=222734
Wednesday 25th October Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/5a15a9295d4cd.m4a?awCollectionId=superscoreboard&awEpisodeId=6149?awCollectionId=13&awEpisodeId=222735



